RuleId,SourceSheet,SourceRow,DeploymentMode,EnableInPolicy,Fidelity,RuleName,Domain,ObjectType,AdapterKindKey,ResourceKindKey,MetricName,MetricKey,ThresholdModel,AlertType,AlertSubType,ImpactType,ImpactDetail,AlertWaitCycles,AlertCancelCycles,StateSeverity,Branch,ConditionId,ConditionName,ConditionAdapterKindKey,ConditionResourceKindKey,Relation,Aggregation,ConditionType,ConditionKey,Operator,ThresholdType,Value,ValueMultiplier,ValueType,Instanced,ConditionWaitCycles,ConditionCancelCycles,SourceDecision,SourceAlertMonitor,SourceSignal,SourceGreen,SourceAmber,SourceRed,Correlation,ImplementationNotes,Source,Confidence
Y11-VCENTER-SERVER-R18,vCenter Server,18,ALERT,true,NATIVE_DYNAMIC,vCenter Server (system) - Outstanding IO requests,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Outstanding IO requests,datastore|demand_oio,Dynamic baseline plus queue depth,20,19,BADGE,health,1,1,CRITICAL,1,C2,Latency critical gate,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,disk|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Baseline / queue-aware alert,Outstanding I/O compared with baseline and configured queue depth,≤ 95th percentile and queue load < 1,> 95th percentile or queue 70%–100% utilised,> 99th percentile or queue load > 1 with latency Red,"HBA/device queue depth, datastore latency, commands queued and storage path health.",The workbook percentile wording is implemented with Aria Operations' native DT_ABOVE condition. Latency gates distinguish Warning from Critical and suppress activity-only alerts.,https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y12-VCENTER-SERVER-R24,vCenter Server,24,ALERT,true,EXACT,vCenter Server (system) - Total Latency (ms),vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Total Latency (ms),disk|totalLatency_average,Static latency with media profile,20,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,disk|totalLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y12-VCENTER-SERVER-R24,vCenter Server,24,ALERT,true,EXACT,vCenter Server (system) - Total Latency (ms),vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Total Latency (ms),disk|totalLatency_average,Static latency with media profile,20,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,disk|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y13-VCENTER-SERVER-R33,vCenter Server,33,ALERT,true,NATIVE_DYNAMIC,vCenter Server (system) - ESX System Usage,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,ESX System Usage,mem|host_systemUsage,Dynamic baseline,20,19,BADGE,health,1,1,WARNING,1,W1,System memory above dynamic threshold,VMWARE,VMwareAdapter Instance,SELF,ALL,DYNAMIC,mem|host_systemUsage,DT_ABOVE,,,,NUMERIC,false,3,2,Alert,Monitor / baseline only,ESXi/vCenter system memory usage compared with 30-day baseline,≤ 95th percentile,> 95th percentile,> 99th percentile and pressure metrics degraded,"Host usage %, contention, ballooning, swap and object-count changes.",Native dynamic thresholding is used; Critical also requires measurable memory contention.,https://knowledge.broadcom.com/external/article/415396/high-memory-utilization-alarms-observed.html,Medium
Y13-VCENTER-SERVER-R33,vCenter Server,33,ALERT,true,NATIVE_DYNAMIC,vCenter Server (system) - ESX System Usage,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,ESX System Usage,mem|host_systemUsage,Dynamic baseline,20,19,BADGE,health,1,1,CRITICAL,1,C1,System memory above dynamic threshold,VMWARE,VMwareAdapter Instance,SELF,ALL,DYNAMIC,mem|host_systemUsage,DT_ABOVE,,,,NUMERIC,false,3,2,Alert,Monitor / baseline only,ESXi/vCenter system memory usage compared with 30-day baseline,≤ 95th percentile,> 95th percentile,> 99th percentile and pressure metrics degraded,"Host usage %, contention, ballooning, swap and object-count changes.",Native dynamic thresholding is used; Critical also requires measurable memory contention.,https://knowledge.broadcom.com/external/article/415396/high-memory-utilization-alarms-observed.html,Medium
Y13-VCENTER-SERVER-R33,vCenter Server,33,ALERT,true,NATIVE_DYNAMIC,vCenter Server (system) - ESX System Usage,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,ESX System Usage,mem|host_systemUsage,Dynamic baseline,20,19,BADGE,health,1,1,CRITICAL,1,C2,Memory-pressure critical gate,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,mem|host_contentionPct,GT_EQ,STATIC,5,,NUMERIC,false,3,2,Alert,Monitor / baseline only,ESXi/vCenter system memory usage compared with 30-day baseline,≤ 95th percentile,> 95th percentile,> 99th percentile and pressure metrics degraded,"Host usage %, contention, ballooning, swap and object-count changes.",Native dynamic thresholding is used; Critical also requires measurable memory contention.,https://knowledge.broadcom.com/external/article/415396/high-memory-utilization-alarms-observed.html,Medium
Y14-VCENTER-SERVER-R45,vCenter Server,45,ALERT,true,EXACT,vCenter Server (system) - Received Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Received Packets Dropped,net|droppedRx_summation,Static count plus percentage,20,19,BADGE,health,1,1,WARNING,1,W1,Raw drop-count warning,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedRx_summation,GT_EQ,STATIC,100,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y14-VCENTER-SERVER-R45,vCenter Server,45,ALERT,true,EXACT,vCenter Server (system) - Received Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Received Packets Dropped,net|droppedRx_summation,Static count plus percentage,20,19,BADGE,health,1,1,WARNING,2,W2,Drop-percentage warning,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedPct,GT_EQ,STATIC,1,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y14-VCENTER-SERVER-R45,vCenter Server,45,ALERT,true,EXACT,vCenter Server (system) - Received Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Received Packets Dropped,net|droppedRx_summation,Static count plus percentage,20,19,BADGE,health,1,1,CRITICAL,1,C1,Raw drop-count critical,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedRx_summation,GT,STATIC,400,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y14-VCENTER-SERVER-R45,vCenter Server,45,ALERT,true,EXACT,vCenter Server (system) - Received Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Received Packets Dropped,net|droppedRx_summation,Static count plus percentage,20,19,BADGE,health,1,1,CRITICAL,2,C2,Drop-percentage critical,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedPct,GT,STATIC,4,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y15-VCENTER-SERVER-R46,vCenter Server,46,ALERT,true,EXACT,vCenter Server (system) - Transmitted Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Transmitted Packets Dropped,net|droppedTx_summation,Static count plus percentage,20,19,BADGE,health,1,1,WARNING,1,W1,Raw drop-count warning,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedTx_summation,GT_EQ,STATIC,100,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y15-VCENTER-SERVER-R46,vCenter Server,46,ALERT,true,EXACT,vCenter Server (system) - Transmitted Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Transmitted Packets Dropped,net|droppedTx_summation,Static count plus percentage,20,19,BADGE,health,1,1,WARNING,2,W2,Drop-percentage warning,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedPct,GT_EQ,STATIC,1,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y15-VCENTER-SERVER-R46,vCenter Server,46,ALERT,true,EXACT,vCenter Server (system) - Transmitted Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Transmitted Packets Dropped,net|droppedTx_summation,Static count plus percentage,20,19,BADGE,health,1,1,CRITICAL,1,C1,Raw drop-count critical,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedTx_summation,GT,STATIC,400,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y15-VCENTER-SERVER-R46,vCenter Server,46,ALERT,true,EXACT,vCenter Server (system) - Transmitted Packets Dropped,vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,Transmitted Packets Dropped,net|droppedTx_summation,Static count plus percentage,20,19,BADGE,health,1,1,CRITICAL,2,C2,Drop-percentage critical,VMWARE,VMwareAdapter Instance,SELF,ALL,STATIC,net|droppedPct,GT,STATIC,4,,NUMERIC,false,2,2,Alert,Alert; prefer derived percentage,Drops per collection and drops/total packets %,< 100 drops and < 1%,100–400 drops or 1%–4%,> 400 drops or > 4%,"Total packet count, NIC errors and physical/vDS port statistics.",Raw drop counts are combined with the available dropped-packet percentage metric using OR branches.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y16-VCENTER-SERVER-R61,vCenter Server,61,ALERT,true,EXACT_PARAMETERIZED,vCenter Server (system) - VC Query Time (ms),vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,VC Query Time (ms),summary|vc_query_time,Collection-interval ratio,20,19,BADGE,health,1,1,WARNING,1,W1,Query time is at least half the collection interval,VMWARE,VMwareAdapter Instance,SELF,ALL,COLLECTION_RATIO,summary|vc_query_time,GT_EQ,STATIC,,0.5,NUMERIC,false,2,2,Alert,Alert,VC query time ÷ configured collection interval,< 50% of collection interval,50% to < 100% of collection interval,≥ 100% of collection interval or collection gaps,"vCenter response time, object count, collector CPU/memory and network latency.",Threshold values are calculated at run time from -CollectionIntervalSeconds; the default 300-second interval produces 150000 ms and 300000 ms.,https://knowledge.broadcom.com/external/article/407276/number-of-objects-is-not-correct-incompl.html,High
Y16-VCENTER-SERVER-R61,vCenter Server,61,ALERT,true,EXACT_PARAMETERIZED,vCenter Server (system) - VC Query Time (ms),vCenter,vCenter Server (system),VMWARE,VMwareAdapter Instance,VC Query Time (ms),summary|vc_query_time,Collection-interval ratio,20,19,BADGE,health,1,1,CRITICAL,1,C1,Query time reaches the collection interval,VMWARE,VMwareAdapter Instance,SELF,ALL,COLLECTION_RATIO,summary|vc_query_time,GT_EQ,STATIC,,1,NUMERIC,false,2,2,Alert,Alert,VC query time ÷ configured collection interval,< 50% of collection interval,50% to < 100% of collection interval,≥ 100% of collection interval or collection gaps,"vCenter response time, object count, collector CPU/memory and network latency.",Threshold values are calculated at run time from -CollectionIntervalSeconds; the default 300-second interval produces 150000 ms and 300000 ms.,https://knowledge.broadcom.com/external/article/407276/number-of-objects-is-not-correct-incompl.html,High
Y17-DATASTORES-R2,Datastores,2,ALERT,true,NATIVE_DYNAMIC,Storage Pod (Datastore Cluster) - Read IOPS,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read IOPS,datastore|numberReadAveraged_average,Dynamic baseline,18,19,BADGE,health,1,1,WARNING,1,W1,Primary metric above dynamic threshold,VMWARE,StoragePod,SELF,ALL,DYNAMIC,datastore|numberReadAveraged_average,DT_ABOVE,,,,NUMERIC,false,3,2,Alert,Baseline / context metric,IOPS or virtual-disk activity versus 30-day same-time baseline,≤ 95th percentile or latency Green,> 95th percentile and latency Amber,> 99th percentile and latency Red / queue saturated,"Datastore latency, queue depth, OIO, storage policy and workload schedule.",The workbook percentile wording is implemented with Aria Operations' native DT_ABOVE condition. Latency gates distinguish Warning from Critical and suppress activity-only alerts.,https://knowledge.broadcom.com/external/article/430030/faq-metrics-needed-in-aria-operations-fo.html ; https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y17-DATASTORES-R2,Datastores,2,ALERT,true,NATIVE_DYNAMIC,Storage Pod (Datastore Cluster) - Read IOPS,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read IOPS,datastore|numberReadAveraged_average,Dynamic baseline,18,19,BADGE,health,1,1,WARNING,1,W2,Latency warning gate,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Baseline / context metric,IOPS or virtual-disk activity versus 30-day same-time baseline,≤ 95th percentile or latency Green,> 95th percentile and latency Amber,> 99th percentile and latency Red / queue saturated,"Datastore latency, queue depth, OIO, storage policy and workload schedule.",The workbook percentile wording is implemented with Aria Operations' native DT_ABOVE condition. Latency gates distinguish Warning from Critical and suppress activity-only alerts.,https://knowledge.broadcom.com/external/article/430030/faq-metrics-needed-in-aria-operations-fo.html ; https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y17-DATASTORES-R2,Datastores,2,ALERT,true,NATIVE_DYNAMIC,Storage Pod (Datastore Cluster) - Read IOPS,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read IOPS,datastore|numberReadAveraged_average,Dynamic baseline,18,19,BADGE,health,1,1,CRITICAL,1,C1,Primary metric above dynamic threshold,VMWARE,StoragePod,SELF,ALL,DYNAMIC,datastore|numberReadAveraged_average,DT_ABOVE,,,,NUMERIC,false,3,2,Alert,Baseline / context metric,IOPS or virtual-disk activity versus 30-day same-time baseline,≤ 95th percentile or latency Green,> 95th percentile and latency Amber,> 99th percentile and latency Red / queue saturated,"Datastore latency, queue depth, OIO, storage policy and workload schedule.",The workbook percentile wording is implemented with Aria Operations' native DT_ABOVE condition. Latency gates distinguish Warning from Critical and suppress activity-only alerts.,https://knowledge.broadcom.com/external/article/430030/faq-metrics-needed-in-aria-operations-fo.html ; https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y17-DATASTORES-R2,Datastores,2,ALERT,true,NATIVE_DYNAMIC,Storage Pod (Datastore Cluster) - Read IOPS,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read IOPS,datastore|numberReadAveraged_average,Dynamic baseline,18,19,BADGE,health,1,1,CRITICAL,1,C2,Latency critical gate,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Baseline / context metric,IOPS or virtual-disk activity versus 30-day same-time baseline,≤ 95th percentile or latency Green,> 95th percentile and latency Amber,> 99th percentile and latency Red / queue saturated,"Datastore latency, queue depth, OIO, storage policy and workload schedule.",The workbook percentile wording is implemented with Aria Operations' native DT_ABOVE condition. Latency gates distinguish Warning from Critical and suppress activity-only alerts.,https://knowledge.broadcom.com/external/article/430030/faq-metrics-needed-in-aria-operations-fo.html ; https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y18-DATASTORES-R7,Datastores,7,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Read Latency,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read Latency,datastore|totalReadLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalReadLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y18-DATASTORES-R7,Datastores,7,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Read Latency,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Read Latency,datastore|totalReadLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalReadLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y19-DATASTORES-R8,Datastores,8,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Write Latency,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Write Latency,datastore|totalWriteLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalWriteLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y19-DATASTORES-R8,Datastores,8,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Write Latency,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Write Latency,datastore|totalWriteLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalWriteLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y20-DATASTORES-R9,Datastores,9,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Total Latency (ms),Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Total Latency (ms),datastore|totalLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y20-DATASTORES-R9,Datastores,9,ALERT,true,EXACT,Storage Pod (Datastore Cluster) - Total Latency (ms),Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Total Latency (ms),datastore|totalLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,StoragePod,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y21-DATASTORES-R11,Datastores,11,ALERT,true,NATIVE_EQUIVALENT,Storage Pod (Datastore Cluster) - Freespace,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Freespace,diskspace|freespace,Derived capacity percentage,18,19,BADGE,health,1,1,WARNING,1,W1,Capacity remaining warning,VMWARE,StoragePod,SELF,ALL,STATIC,diskspace|capacityRemaining,LT_EQ,STATIC,25,,NUMERIC,false,2,2,Alert,Alert on derived used %,Used % = 100 × (1 − free space / total capacity),< 75% used (> 25% free),75% to < 85% used,≥ 85% used,"Datastore growth rate, snapshot activity, storage class and vSAN free-space policy.",The workbook's derived used percentage is implemented with the native capacity-remaining percentage metric. A seven-day forecast branch is also included.,https://knowledge.broadcom.com/external/article/392458/getting-datastore-usage-on-disk-alert-o.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,High for 75%; Medium for Red band
Y21-DATASTORES-R11,Datastores,11,ALERT,true,NATIVE_EQUIVALENT,Storage Pod (Datastore Cluster) - Freespace,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Freespace,diskspace|freespace,Derived capacity percentage,18,19,BADGE,health,1,1,CRITICAL,1,C1,Capacity remaining critical,VMWARE,StoragePod,SELF,ALL,STATIC,diskspace|capacityRemaining,LT_EQ,STATIC,15,,NUMERIC,false,2,2,Alert,Alert on derived used %,Used % = 100 × (1 − free space / total capacity),< 75% used (> 25% free),75% to < 85% used,≥ 85% used,"Datastore growth rate, snapshot activity, storage class and vSAN free-space policy.",The workbook's derived used percentage is implemented with the native capacity-remaining percentage metric. A seven-day forecast branch is also included.,https://knowledge.broadcom.com/external/article/392458/getting-datastore-usage-on-disk-alert-o.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,High for 75%; Medium for Red band
Y21-DATASTORES-R11,Datastores,11,ALERT,true,NATIVE_EQUIVALENT,Storage Pod (Datastore Cluster) - Freespace,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Freespace,diskspace|freespace,Derived capacity percentage,18,19,BADGE,health,1,1,CRITICAL,2,C2A,Forecast is valid,VMWARE,StoragePod,SELF,ALL,STATIC,diskspace|timeRemaining,GT,STATIC,0,,NUMERIC,false,2,2,Alert,Alert on derived used %,Used % = 100 × (1 − free space / total capacity),< 75% used (> 25% free),75% to < 85% used,≥ 85% used,"Datastore growth rate, snapshot activity, storage class and vSAN free-space policy.",The workbook's derived used percentage is implemented with the native capacity-remaining percentage metric. A seven-day forecast branch is also included.,https://knowledge.broadcom.com/external/article/392458/getting-datastore-usage-on-disk-alert-o.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,High for 75%; Medium for Red band
Y21-DATASTORES-R11,Datastores,11,ALERT,true,NATIVE_EQUIVALENT,Storage Pod (Datastore Cluster) - Freespace,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Freespace,diskspace|freespace,Derived capacity percentage,18,19,BADGE,health,1,1,CRITICAL,2,C2B,Forecast breach within seven days,VMWARE,StoragePod,SELF,ALL,STATIC,diskspace|timeRemaining,LT_EQ,STATIC,7,,NUMERIC,false,2,2,Alert,Alert on derived used %,Used % = 100 × (1 − free space / total capacity),< 75% used (> 25% free),75% to < 85% used,≥ 85% used,"Datastore growth rate, snapshot activity, storage class and vSAN free-space policy.",The workbook's derived used percentage is implemented with the native capacity-remaining percentage metric. A seven-day forecast branch is also included.,https://knowledge.broadcom.com/external/article/392458/getting-datastore-usage-on-disk-alert-o.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,High for 75%; Medium for Red band
Y22-DATASTORES-R15,Datastores,15,ALERT,true,SAFE_PROXY,Storage Pod (Datastore Cluster) - Snapshot Space,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Snapshot Space,diskspace|snapshot,Composite policy,18,19,BADGE,health,1,1,WARNING,1,W1,Snapshot space above dynamic threshold,VMWARE,StoragePod,SELF,ALL,DYNAMIC,diskspace|snapshot,DT_ABOVE,,,,NUMERIC,false,2,2,Alert,Alert on size and age,Snapshot space as % of datastore plus oldest snapshot age,< 5% and no snapshot older than 24 hours,5%–10% or oldest snapshot 24–72 hours,> 10% or any snapshot older than 72 hours,"Datastore free space, change rate, backup tooling and approved maintenance exceptions.",Aria has snapshot age on descendant VMs but no deployable snapshot-space percentage for StoragePod. Native snapshot-space dynamics are combined with exact 1-day/3-day descendant age limits.,https://knowledge.broadcom.com/external/article/318825/best-practices-for-using-vmware-snapshot.html ; https://knowledge.broadcom.com/external/article/418600/recommendations-for-creating-a-snapshot.html,High for age; Policy for size
